N,T1,T2
944,900,0
945,220,0
946,200,0
947,220,0
948,260,0
949,200,0
950,210,0
951,290,0
952,270,0
953,310,0
954,250,0
955,250,0
956,310,0
957,320,0
958,360,0
959,270,0
960,250,0
961,300,0
962,330,0
963,780,0
964,360,0
965,430,0
966,230,0
967,400,0
968,400,0
969,450,0
970,440,0
971,690,0
972,420,0
973,440,0
974,450,0
975,320,0
976,420,0
977,300,0
978,660,0
979,400,0
980,510,0
981,390,0
982,390,0
983,360,0
984,460,0
985,300,0
986,400,0
987,370,0
988,260,0
989,420,0
990,320,0
991,260,0
992,330,0
993,270,0
994,320,0
995,200,0
996,240,0
997,290,0
998,270,0
999,280,0
1000,330,0
